experiment 	well	cell_number	concentration	ERCC	individual.1	individual.2	image_individual 	image_label
20170922	G09	1	0.618289436	1:50000	NA18511	NA18870	18870_18511	00042
20170922	G10	1	2.272068017	1:50000	NA18511	NA18870	18870_18511	00090
20170922	G11	1	1.31967524	1:50000	NA18511	NA18870	18870_18511	00089
20170922	G12	1	1.660295839	1:50000	NA18511	NA18870	18870_18511	00088
20170922	H01	1	2.20640993	1:50000	NA18511	NA18870	18870_18511	00043
20170922	H02	2	1.666695337	1:50000	NA18511	NA18870	18870_18511	00044
20170922	H03	1	2.738637783	1:50000	NA18511	NA18870	18870_18511	00045
20170922	H04	1	0.761685928	1:50000	NA18511	NA18870	18870_18511	00093
20170922	H05	1	2.722850009	1:50000	NA18511	NA18870	18870_18511	00092
20170922	H06	1	1.756786871	1:50000	NA18511	NA18870	18870_18511	00091
20170922	H07	1	0.682262855	1:50000	NA18511	NA18870	18870_18511	00046
20170922	H08	5	0.863843005	1:50000	NA18511	NA18870	18870_18511	00047
20170922	H09	1	0.41400945	1:50000	NA18511	NA18870	18870_18511	00048
20170922	H10	1	0.505103045	1:50000	NA18511	NA18870	18870_18511	00096
20170922	H11	1	1.438071159	1:50000	NA18511	NA18870	18870_18511	00095
20170922	H12	1	1.446719114	1:50000	NA18511	NA18870	18870_18511	00094
20170924	A01	1	1.687579487	1:50000	NA18870	NA19160	19160_18870	00003
20170924	A02	1	0.121414142	1:50000	NA18870	NA19160	19160_18870	00002
20170924	A03	1	2.213132519	1:50000	NA18870	NA19160	19160_18870	00001
20170924	A04	1	0.985682477	1:50000	NA18870	NA19160	19160_18870	00049
20170924	A05	2	1.728674204	1:50000	NA18870	NA19160	19160_18870	00050
20170924	A06	1	1.251604387	1:50000	NA18870	NA19160	19160_18870	00051
20170924	A07	3	2.649744373	1:50000	NA18870	NA19160	19160_18870	00006
20170924	A08	1	0.252540165	1:50000	NA18870	NA19160	19160_18870	00005
20170924	A09	1	1.52069684	1:50000	NA18870	NA19160	19160_18870	00004
20170924	A10	1	1.206292758	1:50000	NA18870	NA19160	19160_18870	00052
20170924	A11	1	0.151797852	1:50000	NA18870	NA19160	19160_18870	00053
20170924	A12	4	2.702200142	1:50000	NA18870	NA19160	19160_18870	00054
20170924	B01	1	1.011426131	1:50000	NA18870	NA19160	19160_18870	00009
20170924	B02	1	2.261284615	1:50000	NA18870	NA19160	19160_18870	00008
20170924	B03	1	1.50053285	1:50000	NA18870	NA19160	19160_18870	00007
20170924	B04	1	2.165392089	1:50000	NA18870	NA19160	19160_18870	00055
20170924	B05	1	2.260294441	1:50000	NA18870	NA19160	19160_18870	00056
20170924	B06	1	1.584052268	1:50000	NA18870	NA19160	19160_18870	00057
20170924	B07	1	1.854227896	1:50000	NA18870	NA19160	19160_18870	00012
20170924	B08	1	1.566426895	1:50000	NA18870	NA19160	19160_18870	00011
20170924	B09	1	1.446377197	1:50000	NA18870	NA19160	19160_18870	00010
20170924	B10	3	1.314931446	1:50000	NA18870	NA19160	19160_18870	00058
20170924	B11	1	1.409526029	1:50000	NA18870	NA19160	19160_18870	00059
20170924	B12	1	2.912866503	1:50000	NA18870	NA19160	19160_18870	00060
20170924	C01	1	2.243275913	1:50000	NA18870	NA19160	19160_18870	00015
20170924	C02	1	1.797104896	1:50000	NA18870	NA19160	19160_18870	00014
20170924	C03	1	1.996631303	1:50000	NA18870	NA19160	19160_18870	00013
20170924	C04	2	1.715825666	1:50000	NA18870	NA19160	19160_18870	00061
20170924	C05	1	2.263846485	1:50000	NA18870	NA19160	19160_18870	00062
20170924	C06	2	0.146022138	1:50000	NA18870	NA19160	19160_18870	00063
20170924	C07	1	0.282611244	1:50000	NA18870	NA19160	19160_18870	00018
20170924	C08	1	1.809768117	1:50000	NA18870	NA19160	19160_18870	00017
20170924	C09	1	2.51104975	1:50000	NA18870	NA19160	19160_18870	00016
20170924	C10	1	1.699729148	1:50000	NA18870	NA19160	19160_18870	00064
20170924	C11	1	2.164367372	1:50000	NA18870	NA19160	19160_18870	00065
20170924	C12	3	2.292530477	1:50000	NA18870	NA19160	19160_18870	00066
20170924	D01	1	1.364863458	1:50000	NA18870	NA19160	19160_18870	00021
20170924	D02	1	1.515821414	1:50000	NA18870	NA19160	19160_18870	00020
20170924	D03	1	0.759773031	1:50000	NA18870	NA19160	19160_18870	00019
20170924	D04	3	1.460287029	1:50000	NA18870	NA19160	19160_18870	00067
20170924	D05	1	2.37985596	1:50000	NA18870	NA19160	19160_18870	00068
20170924	D06	1	2.642919985	1:50000	NA18870	NA19160	19160_18870	00069
20170924	D07	1	0.687463164	1:50000	NA18870	NA19160	19160_18870	00024
20170924	D08	1	1.936036776	1:50000	NA18870	NA19160	19160_18870	00023
20170924	D09	2	2.094009225	1:50000	NA18870	NA19160	19160_18870	00022
20170924	D10	2	2.103879051	1:50000	NA18870	NA19160	19160_18870	00070
20170924	D11	1	0.121474788	1:50000	NA18870	NA19160	19160_18870	00071
20170924	D12	1	2.069510716	1:50000	NA18870	NA19160	19160_18870	00072
20170924	E01	1	0.458164719	1:50000	NA18870	NA19160	19160_18870	00025
20170924	E02	2	1.904597086	1:50000	NA18870	NA19160	19160_18870	00026
20170924	E03	1	0.448487411	1:50000	NA18870	NA19160	19160_18870	00027
20170924	E04	1	1.979046859	1:50000	NA18870	NA19160	19160_18870	00075
20170924	E05	1	2.139890511	1:50000	NA18870	NA19160	19160_18870	00074
20170924	E06	1	1.505933134	1:50000	NA18870	NA19160	19160_18870	00073
20170924	E07	1	1.738485866	1:50000	NA18870	NA19160	19160_18870	00028
20170924	E08	1	1.125631348	1:50000	NA18870	NA19160	19160_18870	00029
20170924	E09	0	0.515644718	1:50000	NA18870	NA19160	19160_18870	00030
20170924	E10	1	2.407395766	1:50000	NA18870	NA19160	19160_18870	00078
20170924	E11	1	0.523355429	1:50000	NA18870	NA19160	19160_18870	00077
20170924	E12	1	3.043400632	1:50000	NA18870	NA19160	19160_18870	00076
20170924	F01	1	0.841913479	1:50000	NA18870	NA19160	19160_18870	00031
20170924	F02	0	1.870340326	1:50000	NA18870	NA19160	19160_18870	00032
20170924	F03	1	2.157178284	1:50000	NA18870	NA19160	19160_18870	00033
20170924	F04	1	1.808712752	1:50000	NA18870	NA19160	19160_18870	00081
20170924	F05	1	1.959224935	1:50000	NA18870	NA19160	19160_18870	00080
20170924	F06	1	2.732885724	1:50000	NA18870	NA19160	19160_18870	00079
20170924	F07	1	2.668546387	1:50000	NA18870	NA19160	19160_18870	00034
20170924	F08	2	0.676965394	1:50000	NA18870	NA19160	19160_18870	00035
20170924	F09	1	1.941061434	1:50000	NA18870	NA19160	19160_18870	00036
20170924	F10	1	1.844186605	1:50000	NA18870	NA19160	19160_18870	00084
20170924	F11	1	1.477130458	1:50000	NA18870	NA19160	19160_18870	00083
20170924	F12	1	3.498464432	1:50000	NA18870	NA19160	19160_18870	00082
20170924	G01	1	1.985347949	1:50000	NA18870	NA19160	19160_18870	00037
20170924	G02	1	1.825567596	1:50000	NA18870	NA19160	19160_18870	00038
20170924	G03	1	2.613938467	1:50000	NA18870	NA19160	19160_18870	00039
20170924	G04	1	1.965939015	1:50000	NA18870	NA19160	19160_18870	00087
20170924	G05	1	1.546164969	1:50000	NA18870	NA19160	19160_18870	00086
20170924	G06	1	1.587285221	1:50000	NA18870	NA19160	19160_18870	00085
20170924	G07	1	1.928124197	1:50000	NA18870	NA19160	19160_18870	00040
20170924	G08	3	2.155402843	1:50000	NA18870	NA19160	19160_18870	00041
20170924	G09	1	0.168203192	1:50000	NA18870	NA19160	19160_18870	00042
20170924	G10	2	2.017264226	1:50000	NA18870	NA19160	19160_18870	00090
20170924	G11	2	1.834307776	1:50000	NA18870	NA19160	19160_18870	00089
20170924	G12	1	2.13585947	1:50000	NA18870	NA19160	19160_18870	00088
20170924	H01	3	0.709883589	1:50000	NA18870	NA19160	19160_18870	00043
20170924	H02	1	1.995480701	1:50000	NA18870	NA19160	19160_18870	00044
20170924	H03	1	1.403618894	1:50000	NA18870	NA19160	19160_18870	00045
20170924	H04	1	1.291132048	1:50000	NA18870	NA19160	19160_18870	00093
20170924	H05	1	2.413249626	1:50000	NA18870	NA19160	19160_18870	00092
20170924	H06	1	1.44459318	1:50000	NA18870	NA19160	19160_18870	00091
20170924	H07	1	2.498776853	1:50000	NA18870	NA19160	19160_18870	00046
20170924	H08	1	0.502145153	1:50000	NA18870	NA19160	19160_18870	00047
20170924	H09	12	1.530394631	1:50000	NA18870	NA19160	19160_18870	00048
20170924	H10	2	0.129580358	1:50000	NA18870	NA19160	19160_18870	00096
20170924	H11	1	1.36047008	1:50000	NA18870	NA19160	19160_18870	00095
20170924	H12	1	2.067836127	1:50000	NA18870	NA19160	19160_18870	00094
